document,sentence,cosine_with_dovish,cosine_with_hawkish
20180321.txt,We can ’t pay interest on excess reserves that are —is above the general level of short -term interest rates.,0.694039,0.250341
20180321.txt,So we ’re paying rates that banks can get from other interest rates from other —any other investment in the short -term money markets.,0.653105,0.300419
20180321.txt,"In addition, r emember that those liabilities —those are our liabilities.",0.613009,0.225612
20180321.txt,"The assets that we have on the other side are T reasury securities and mortgage -backed securities , which yield much higher than interest on reserves.",0.610306,0.387882
20180321.txt,"So, in fact, i t’s not a subsidy, and it ’s not a cost to the taxpayer.",0.636698,0.279237
20180321.txt,GREG ROBB.,0.458866,0.031335
20180321.txt,Over here.,0.493919,0.191992
20180321.txt,"Thank you, Chairman.",0.505610,0.452069
20180321.txt,Thank you very much.,0.528227,0.364745
20180321.txt,Greg Robb from MarketWatch.,0.351265,0.015136
20180321.txt,Several of your colleagues recently have been speaking and expressing concern about financial imbalances and rising signs of financial imbalances.,0.520896,0.410420
20180321.txt,I was wondering if you could give us your view on the asset markets.,0.604308,0.221710
20180321.txt,Are—do you see any bubbles?,0.519898,0.158353
20180321.txt,"And do you have the tools you need, you think, to combat those?",0.566259,0.332453
20180321.txt,Thank you very much.,0.528227,0.364745
20180321.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180321.txt,"Since the financial crisis, we’ ve been monitoring financial conditions and financial stability issues very carefully, and the FOMC receives regular briefings about the staff framework and , sort of , measures of various aspects of financial —financial stability risks, and the current view of the Committee is that financial stability vulnerabilities are moderate, let ’s say .",0.719502,0.473262
20180321.txt,And I’ll go through a couple of pieces of that.,0.601573,0.176697
20180321.txt,"So, if you look at the banking system, particularly the large financial institutions, you see higher capital.",0.502984,0.632768
20180321.txt,You see much higher liquidity.,0.523673,0.626958
20180321.txt,You see them more aware of their risks and better able to m anage them with stress testing.,0.570704,0.521995
20180321.txt,"And if one —if something does go wrong, you’ ve got—you’ve got  better ability to deal with the failure of those institutions.",0.547102,0.489967
20180321.txt,"So, therefore, you don’t see high leverage.",0.656482,0.368191
20180321.txt,"You don’ t see excess risk -taking in great quantity the way you did s ee

March 21,

before the crisis.",0.611149,0.237388
20180321.txt,"If you look at households, household balance sheets are in much better condition.",0.510706,0.593671
20180321.txt,"If you look at nonf inancial corporations, you see —you do see relatively elevated levels of borrowing, but nothing that suggests, you know, serious risks.",0.646369,0.453835
20180321.txt,"And, of course, default rates are very low.",0.679491,0.435423
20180321.txt,So those readings look okay.,0.458924,0.484635
20180321.txt,"I should mention also that for large financia l institutions, they ’re no longer funded by a lot of short -term wholesale funding, which can disappear very quickly , so they ’re far less vulnerable to liquidity issues.",0.634591,0.400192
20180321.txt,"Overall, those aspects, I think, suggest low levels of vulnerability.",0.671845,0.549256
20180321.txt,"You identified t he—really, one area where—which is an area of focus , which is asset prices.",0.629957,0.199023
20180321.txt,"So, in some areas, asset prices are elevated relative to their longer -run historical norms.",0.549207,0.689676
20180321.txt,You can think of some equity prices.,0.618736,0.262882
20180321.txt,You can think of commercial real estate prices i n certain markets.,0.623860,0.145736
20180321.txt,"But  we don’ t see it in housing, which is key.",0.649673,0.302735
20180321.txt,"And so, overall, if you put all of that into a pie, what you have is moderate vulnerabilities , in our view.",0.652648,0.331589
20180321.txt,"In terms of whether we have the tools, you know, we have some tools, and I think we ce rtainly —we use them.",0.636848,0.307650
20180321.txt,We have— I think the stress test is a really important tool that we have for the largest financial institutions and for the smaller financial institutions.,0.627774,0.447854
20180321.txt,"We regularly use that to —as a way to test against various, you know, mar ket shocks, c ertainly for the larger institutions.",0.659263,0.314606
20180321.txt,VICTORIA GUIDA.,0.465424,0.040603
20180321.txt,Hi.,0.439088,0.153750
20180321.txt,Victoria Guida with Politico.,0.493366,0.106920
20180321.txt,"More on the regulatory side, you know, the F ed might soon be getting more power to de cide exactly which regulations —which stricter regulations to apply to banks with between $100 and $250 billion in assets.",0.637762,0.311853
20180321.txt,And so I had a couple of questions about that.,0.537880,0.223641
20180321.txt,"So, for CCAR, those stress tests, since that ’s based around, you know, having a punitive penalty of potentially being able to restrict divi dend payouts or stock buybacks, i s there any kind of logistical challenge that could be posed if you don’ t have CCAR every year for certain banks?",0.585759,0.221729
20180321.txt,Is it possible to have CCAR not on an annual basis?,0.642850,0.245780
20180321.txt,"March 21,

And then, m y other question is, you know, you’ve talked a lot about how size isn ’t the only thing that causes banks to pose systemic risk, and I was wondering , what other factors do you think would cause a bank to potentially pose a systemic risk?",0.610025,0.157943
20180321.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180321.txt,Okay.,0.478754,0.259685
20180321.txt,"So, this is a matter that Congress has under consideration.",0.652392,0.273247
20180321.txt,"It’s not something —so Congress is looking at raising the threshold for applying enhanced financial standards to—f rom $50 billion to $250 billion, while leaving us with the ability to reach below $250 billion and apply those standards where we think it ’s appropriate.",0.651476,0.519707
20180321.txt,"And, you know, we haven’ t been shy about doing that , because, of course, one of the eight SIFIs is below 250 already.",0.656166,0.337741
20180321.txt,So we are fully prepared to do that.,0.622695,0.460118
20180321.txt,But this is a decision t hat’s in the hands of Congress .,0.667666,0.220678
20180321.txt,It’s not something th at’s been —been  taken.,0.616888,0.147672
20180321.txt,"The version of the bill, I think, that passed the Senate did have —did give us the ability to do supervisory stress tests periodically , as opposed to annually , is the language.",0.666490,0.380471
20180321.txt,We haven ’t made any decision about that at all.,0.620998,0.186207
20180321.txt,"We woul d want to think very carefully about that, and, you know, we would—whatever we do decide to do, we ’d put that out  for comment.",0.651995,0.256946
20180321.txt,"Is it, you know, logistically possible?",0.541662,0.212709
20180321.txt,"I would think it would be, but it ’s certainly not something that we ’ve decided to do.",0.649257,0.223376
20180321.txt,And the second question you had was?,0.511088,0.108712
20180321.txt,VICTORIA GUIDA.,0.465424,0.040603
20180321.txt,About w hat causes banks to pose systemic risk beyond size .,0.380613,0.258889
20180321.txt,CHAIRMAN POWELL.,0.497449,0.112670
20180321.txt,Sure.,0.528740,0.284571
20180321.txt,"Well, it’ s—I guess the next thing on the list would be activities.",0.603006,0.158284
20180321.txt,"So, you know, we —regular  way c ommercial banks that  do deposit  taking and lending and don’ t specu late in markets, y ou know, that ’s one business model.",0.574247,0.120702
20180321.txt,"Another business model might be, you know, if you think of a hedge fund, right?",0.549992,0.131807
